[2023-08-08 17:50:53,233] [INFO] [real_accelerator.py:158:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2023-08-08 17:50:54,892] [INFO] [comm.py:631:init_distributed] cdb=None
[2023-08-08 17:50:54,893] [INFO] [comm.py:662:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
[2023-08-08 17:51:13,531] [INFO] [partition_parameters.py:332:__exit__] finished initializing model - num_params = 363, num_elems = 13.02B
Installed CUDA version 11.4 does not match the version torch was compiled with 11.7 but since the APIs are compatible, accepting this combination
Installed CUDA version 11.4 does not match the version torch was compiled with 11.7 but since the APIs are compatible, accepting this combination
ninja: no work to do.
Time to load cpu_adam op: 3.043853759765625 seconds
Parameter Offload: Total persistent parameters: 414720 in 81 params
{'loss': 0.7109, 'learning_rate': 0.0, 'epoch': 0.01}
{'loss': 0.4972, 'learning_rate': 1e-05, 'epoch': 0.03}
{'loss': 0.4704, 'learning_rate': 1e-05, 'epoch': 0.04}
{'loss': 0.1836, 'learning_rate': 9.95689655172414e-06, 'epoch': 0.05}
{'loss': 0.1519, 'learning_rate': 9.913793103448277e-06, 'epoch': 0.06}
{'loss': 0.2601, 'learning_rate': 9.870689655172414e-06, 'epoch': 0.08}
{'loss': 0.1412, 'learning_rate': 9.827586206896553e-06, 'epoch': 0.09}
{'loss': 0.1249, 'learning_rate': 9.78448275862069e-06, 'epoch': 0.1}
{'loss': 0.0935, 'learning_rate': 9.741379310344829e-06, 'epoch': 0.12}
{'loss': 0.126, 'learning_rate': 9.698275862068966e-06, 'epoch': 0.13}
{'loss': 0.0756, 'learning_rate': 9.655172413793105e-06, 'epoch': 0.14}
{'loss': 0.0886, 'learning_rate': 9.612068965517242e-06, 'epoch': 0.15}
{'loss': 0.0782, 'learning_rate': 9.56896551724138e-06, 'epoch': 0.17}
{'loss': 0.0799, 'learning_rate': 9.525862068965518e-06, 'epoch': 0.18}
{'loss': 0.0666, 'learning_rate': 9.482758620689655e-06, 'epoch': 0.19}
{'loss': 0.0799, 'learning_rate': 9.439655172413794e-06, 'epoch': 0.2}
{'loss': 0.0595, 'learning_rate': 9.396551724137931e-06, 'epoch': 0.22}
{'loss': 0.0731, 'learning_rate': 9.353448275862069e-06, 'epoch': 0.23}
{'loss': 0.0512, 'learning_rate': 9.310344827586207e-06, 'epoch': 0.24}
{'loss': 0.0637, 'learning_rate': 9.267241379310346e-06, 'epoch': 0.26}
{'loss': 0.0517, 'learning_rate': 9.224137931034484e-06, 'epoch': 0.27}
{'loss': 0.0529, 'learning_rate': 9.181034482758622e-06, 'epoch': 0.28}
{'loss': 0.068, 'learning_rate': 9.13793103448276e-06, 'epoch': 0.29}
{'loss': 0.0673, 'learning_rate': 9.094827586206897e-06, 'epoch': 0.31}
{'loss': 0.0486, 'learning_rate': 9.051724137931036e-06, 'epoch': 0.32}
{'loss': 0.0567, 'learning_rate': 9.008620689655173e-06, 'epoch': 0.33}
{'loss': 0.0551, 'learning_rate': 8.965517241379312e-06, 'epoch': 0.35}
{'loss': 0.0579, 'learning_rate': 8.922413793103449e-06, 'epoch': 0.36}
{'loss': 0.0543, 'learning_rate': 8.879310344827588e-06, 'epoch': 0.37}
{'loss': 0.0338, 'learning_rate': 8.836206896551725e-06, 'epoch': 0.38}
{'loss': 0.0466, 'learning_rate': 8.793103448275862e-06, 'epoch': 0.4}
{'loss': 0.0536, 'learning_rate': 8.750000000000001e-06, 'epoch': 0.41}
{'loss': 0.0692, 'learning_rate': 8.706896551724138e-06, 'epoch': 0.42}
{'loss': 0.059, 'learning_rate': 8.663793103448277e-06, 'epoch': 0.44}
{'loss': 0.0443, 'learning_rate': 8.620689655172414e-06, 'epoch': 0.45}
{'loss': 0.0508, 'learning_rate': 8.577586206896551e-06, 'epoch': 0.46}
{'loss': 0.0573, 'learning_rate': 8.53448275862069e-06, 'epoch': 0.47}
{'loss': 0.0333, 'learning_rate': 8.491379310344829e-06, 'epoch': 0.49}
{'loss': 0.0439, 'learning_rate': 8.448275862068966e-06, 'epoch': 0.5}
{'loss': 0.0424, 'learning_rate': 8.405172413793105e-06, 'epoch': 0.51}
{'loss': 0.056, 'learning_rate': 8.362068965517242e-06, 'epoch': 0.53}
{'loss': 0.0443, 'learning_rate': 8.31896551724138e-06, 'epoch': 0.54}
{'loss': 0.0492, 'learning_rate': 8.275862068965518e-06, 'epoch': 0.55}
{'loss': 0.0373, 'learning_rate': 8.232758620689656e-06, 'epoch': 0.56}
{'loss': 0.0534, 'learning_rate': 8.189655172413794e-06, 'epoch': 0.58}
{'loss': 0.0353, 'learning_rate': 8.146551724137932e-06, 'epoch': 0.59}
{'loss': 0.0417, 'learning_rate': 8.103448275862069e-06, 'epoch': 0.6}
{'loss': 0.0478, 'learning_rate': 8.060344827586208e-06, 'epoch': 0.61}
{'loss': 0.0323, 'learning_rate': 8.017241379310345e-06, 'epoch': 0.63}
{'loss': 0.0452, 'learning_rate': 7.974137931034484e-06, 'epoch': 0.64}
{'loss': 0.0415, 'learning_rate': 7.93103448275862e-06, 'epoch': 0.65}
{'loss': 0.0459, 'learning_rate': 7.88793103448276e-06, 'epoch': 0.67}
{'loss': 0.0461, 'learning_rate': 7.844827586206897e-06, 'epoch': 0.68}
{'loss': 0.0345, 'learning_rate': 7.801724137931036e-06, 'epoch': 0.69}
{'loss': 0.0467, 'learning_rate': 7.758620689655173e-06, 'epoch': 0.7}
{'loss': 0.0414, 'learning_rate': 7.715517241379312e-06, 'epoch': 0.72}
{'loss': 0.0415, 'learning_rate': 7.672413793103449e-06, 'epoch': 0.73}
{'loss': 0.0412, 'learning_rate': 7.629310344827587e-06, 'epoch': 0.74}
{'loss': 0.05, 'learning_rate': 7.586206896551724e-06, 'epoch': 0.76}
{'loss': 0.0406, 'learning_rate': 7.543103448275862e-06, 'epoch': 0.77}
{'loss': 0.0459, 'learning_rate': 7.500000000000001e-06, 'epoch': 0.78}
{'loss': 0.0385, 'learning_rate': 7.456896551724139e-06, 'epoch': 0.79}
{'loss': 0.0394, 'learning_rate': 7.413793103448277e-06, 'epoch': 0.81}
{'loss': 0.0313, 'learning_rate': 7.370689655172414e-06, 'epoch': 0.82}
{'loss': 0.0385, 'learning_rate': 7.327586206896552e-06, 'epoch': 0.83}
{'loss': 0.0421, 'learning_rate': 7.28448275862069e-06, 'epoch': 0.85}
{'loss': 0.0339, 'learning_rate': 7.241379310344828e-06, 'epoch': 0.86}
{'loss': 0.0373, 'learning_rate': 7.198275862068966e-06, 'epoch': 0.87}
{'loss': 0.0356, 'learning_rate': 7.155172413793104e-06, 'epoch': 0.88}
{'loss': 0.0357, 'learning_rate': 7.1120689655172415e-06, 'epoch': 0.9}
{'loss': 0.0432, 'learning_rate': 7.0689655172413796e-06, 'epoch': 0.91}
{'loss': 0.0367, 'learning_rate': 7.025862068965518e-06, 'epoch': 0.92}
{'loss': 0.0324, 'learning_rate': 6.982758620689656e-06, 'epoch': 0.94}
{'loss': 0.0365, 'learning_rate': 6.939655172413794e-06, 'epoch': 0.95}
{'loss': 0.035, 'learning_rate': 6.896551724137932e-06, 'epoch': 0.96}
{'loss': 0.0331, 'learning_rate': 6.853448275862069e-06, 'epoch': 0.97}
{'loss': 0.0259, 'learning_rate': 6.810344827586207e-06, 'epoch': 0.99}
